country_code,country_name,series_code,series_name,scale,decimals,year,value,rank
URY,Uruguay,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,17.6,65.0
USA,United States,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,8.6,36.0
UZB,Uzbekistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,64.2,137.0
VCT,St. Vincent and the Grenadines,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,21.9,74.0
VEN,"Venezuela, RB",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,25.4,82.0
VNM,Vietnam,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,36.4,107.0
VUT,Vanuatu,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,24.3,81.0
WBG,West Bank and Gaza,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,31.6,98.0
WLD,World,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,76.4830878634,148.0
WSM,Samoa,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,23.5,78.0
YEM,"Yemen, Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,102.1,166.0
ZAF,South Africa,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,74.7,145.0
ZAR,"Congo, Dem. Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,181.4,202.0
ZMB,Zambia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,161.3,193.0
ZWE,Zimbabwe,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,1999,115.9,177.0
ADO,Andorra,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,4.9,6.0
AFG,Afghanistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,151.1,190.0
AGO,Angola,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,199.6,207.0
ALB,Albania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,28.6,92.0
ARE,United Arab Emirates,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,12.4,48.0
ARG,Argentina,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,19.6,71.0
ARM,Armenia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,33.3,102.0
ATG,Antigua and Barbuda,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,14.9,58.0
AUS,Australia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,6.2,22.0
AUT,Austria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.6,14.0
AZE,Azerbaijan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,67.4,142.0
BDI,Burundi,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,163.8,194.0
BEL,Belgium,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.8,18.0
BEN,Benin,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,143.4,186.0
BFA,Burkina Faso,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,190.8,206.0
BGD,Bangladesh,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,85.7,153.0
BGR,Bulgaria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,20.7,73.0
BHR,Bahrain,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,12.2,47.0
BHS,"Bahamas, The",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,16.8,63.0
BIH,Bosnia and Herzegovina,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,9.6,40.0
BLR,Belarus,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,13.7,56.0
BLZ,Belize,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,27.0,89.0
BOL,Bolivia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,82.2,150.0
BRA,Brazil,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,35.7,110.0
BRB,Barbados,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,17.1,64.0
BRN,Brunei Darussalam,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,9.3,39.0
BTN,Bhutan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,89.0,159.0
BWA,Botswana,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,95.9,163.0
CAF,Central African Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,175.9,198.0
CAN,Canada,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,6.2,23.0
CHE,Switzerland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.7,17.0
CHL,Chile,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,10.8,43.0
CHN,China,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,33.0,101.0
CIV,Cote d'Ivoire,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,147.7,189.0
CMR,Cameroon,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,147.5,188.0
COG,"Congo, Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,104.2,170.0
COK,Cook Islands,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,13.3,55.0
COL,Colombia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,26.8,87.0
COM,Comoros,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,104.3,171.0
CPV,Cape Verde,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,46.0,126.0
CRI,Costa Rica,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,12.9,53.0
CUB,Cuba,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,8.5,37.0
CYP,Cyprus,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,6.5,25.0
CZE,Czech Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,6.7,28.0
DEU,Germany,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.4,11.0
DJI,Djibouti,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,105.6,172.0
DMA,Dominica,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,14.9,59.0
DNK,Denmark,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.6,15.0
DOM,Dominican Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,40.6,118.0
DZA,Algeria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,48.9,132.0
EAP,East Asia & Pacific,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,39.3443402359,114.0
ECA,Europe & Central Asia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,37.9036430096,113.0
ECU,Ecuador,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,32.7,100.0
EGY,"Egypt, Arab Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,46.5,127.0
EMU,Euro area,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.9285888776,20.0
ERI,Eritrea,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,92.7,161.0
ESP,Spain,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,6.6,26.0
EST,Estonia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,13.0,54.0
ETH,Ethiopia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,140.7,185.0
FIN,Finland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,4.3,4.0
FJI,Fiji,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,22.6,76.0
FRA,France,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.4,12.0
FSM,"Micronesia, Fed. Sts.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,48.7,131.0
GAB,Gabon,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,87.5,156.0
GBR,United Kingdom,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,6.6,27.0
GEO,Georgia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,33.4,103.0
GHA,Ghana,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,99.1,164.0
GIN,Guinea,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,175.0,197.0
GMB,"Gambia, The",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,127.5,182.0
GNB,Guinea-Bissau,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,176.8,201.0
GNQ,Equatorial Guinea,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,152.3,191.0
GRC,Greece,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,7.7,33.0
GRD,Grenada,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,15.1,60.0
GTM,Guatemala,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,48.5,130.0
GUY,Guyana,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,46.8,129.0
HIC,High income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,8.1821232291,35.0
HND,Honduras,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,37.4,112.0
HRV,Croatia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,8.4,36.0
HTI,Haiti,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,109.0,173.0
HUN,Hungary,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,11.0,44.0
IDN,Indonesia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,54.0,135.0
IND,India,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,85.5,152.0
IRL,Ireland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,7.0,30.0
IRN,"Iran, Islamic Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,43.9,124.0
IRQ,Iraq,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,42.8,122.0
ISL,Iceland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,3.9,1.0
ISR,Israel,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,6.9,29.0
ITA,Italy,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.6,16.0
JAM,Jamaica,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,30.3,97.0
JOR,Jordan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,29.4,95.0
JPN,Japan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,4.5,5.0
KAZ,Kazakhstan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,43.9,125.0
KEN,Kenya,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,111.1,174.0
KGZ,Kyrgyz Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,51.9,134.0
KHM,Cambodia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,103.1,168.0
KIR,Kiribati,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,65.2,141.0
KNA,St. Kitts and Nevis,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,16.2,62.0
KOR,"Korea, Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.8,19.0
KWT,Kuwait,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,12.6,49.0
LAC,Latin America & Caribbean,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,34.5282753986,107.0
LAO,Lao PDR,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,88.1,157.0
LBN,Lebanon,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,29.3,94.0
LBR,Liberia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,168.9,196.0
LBY,Libya,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,27.2,90.0
LCA,St. Lucia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,18.1,69.0
LIC,Low income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,136.5074315878,184.0
LIE,Liechtenstein,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,6.0,21.0
LKA,Sri Lanka,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,22.7,77.0
LMC,Lower middle income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,89.8504886919,160.0
LMY,Low & middle income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,81.4953438393,149.0
LSO,Lesotho,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,126.8,181.0
LTU,Lithuania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,11.8,46.0
LUX,Luxembourg,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.0,8.0
LVA,Latvia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,17.3,66.0
MAR,Morocco,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,55.3,136.0
MCO,Monaco,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.0,9.0
MDA,Moldova,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,26.4,86.0
MDG,Madagascar,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,101.5,167.0
MDV,Maldives,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,46.6,128.0
MEX,Mexico,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,29.1,93.0
MHL,Marshall Islands,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,36.8,111.0
MIC,Middle income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,67.9277207179,143.0
MKD,"Macedonia, FYR",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,16.0,61.0
MLI,Mali,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,213.2,208.0
MLT,Malta,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,7.7,34.0
MMR,Myanmar,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,86.7,154.0
MNA,Middle East & North Africa,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,49.2206507784,133.0
MNE,Montenegro,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,12.6,50.0
MNG,Mongolia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,60.9,138.0
MOZ,Mozambique,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,176.7,199.0
MRT,Mauritania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,115.6,178.0
MUS,Mauritius,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,18.6,70.0
MWI,Malawi,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,166.5,195.0
MYS,Malaysia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,10.6,42.0
NAM,Namibia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,73.9,144.0
NER,Niger,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,217.8,209.0
NGA,Nigeria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,186.0,204.0
NIC,Nicaragua,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,42.7,120.0
NIU,Niue,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,29.4,96.0
NLD,Netherlands,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,6.2,24.0
NOR,Norway,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,4.9,7.0
NPL,Nepal,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,84.4,151.0
NRU,Nauru,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,40.0,116.0
NZL,New Zealand,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,7.4,32.0
OMN,Oman,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,21.5,74.0
PAK,Pakistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,100.5,166.0
PAN,Panama,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,25.7,84.0
PER,Peru,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,40.6,119.0
PHL,Philippines,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,40.4,117.0
PLW,Palau,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,25.0,83.0
PNG,Papua New Guinea,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,73.9,145.0
POL,Poland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,9.6,41.0
PRK,"Korea, Dem. Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,57.7,137.0
PRT,Portugal,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,7.2,31.0
PRY,Paraguay,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,35.3,109.0
QAT,Qatar,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,12.7,51.0
ROM,Romania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,26.8,88.0
RUS,Russian Federation,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,22.7,78.0
RWA,Rwanda,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,176.7,200.0
SAS,South Asia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,88.7745957961,158.0
SAU,Saudi Arabia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,25.8,85.0
SDN,Sudan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,113.5,175.0
SEN,Senegal,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,118.8,179.0
SGP,Singapore,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,3.9,2.0
SID,Small island developing states,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,63.2918273861,140.0
SLB,Solomon Islands,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,34.5,106.0
SLE,Sierra Leone,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,232.8,210.0
SLV,El Salvador,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,34.0,105.0
SMR,San Marino,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.3,10.0
SOM,Somalia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,180.0,202.0
SRB,Serbia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,12.7,52.0
SSA,Sub-Saharan Africa,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,154.7985081775,192.0
STP,Sao Tome and Principe,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,87.0,155.0
SUR,Suriname,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,39.8,115.0
SVK,Slovak Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,11.6,45.0
SVN,Slovenia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,5.4,13.0
SWE,Sweden,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,4.1,3.0
SWZ,Swaziland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,114.0,176.0
SYC,Seychelles,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,13.8,57.0
SYR,Syrian Arab Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,23.0,79.0
TCD,Chad,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,189.5,205.0
TGO,Togo,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,123.7,180.0
THA,Thailand,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,17.7,68.0
TJK,Tajikistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,93.4,162.0
TKM,Turkmenistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,74.0,146.0
TMP,Timor-Leste,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,103.5,169.0
TON,Tonga,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,19.7,72.0
TTO,Trinidad and Tobago,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,31.6,99.0
TUN,Tunisia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,28.4,91.0
TUR,Turkey,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,42.7,121.0
TUV,Tuvalu,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,43.6,123.0
TZA,Tanzania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,130.2,183.0
UGA,Uganda,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,144.3,187.0
UKR,Ukraine,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,17.6,67.0
UMC,Upper middle income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,33.6309511208,104.0
URY,Uruguay,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,17.1,65.0
USA,United States,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,8.5,38.0
UZB,Uzbekistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,62.9,139.0
VCT,St. Vincent and the Grenadines,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,21.9,75.0
VEN,"Venezuela, RB",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,24.8,82.0
VNM,Vietnam,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,35.0,108.0
VUT,Vanuatu,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,23.2,81.0
WBG,West Bank and Gaza,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,30.6,98.0
WLD,World,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,74.730972838,147.0
WSM,Samoa,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,23.1,80.0
YEM,"Yemen, Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,99.5,165.0
ZAF,South Africa,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,77.9,148.0
ZAR,"Congo, Dem. Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,181.4,203.0
ZMB,Zambia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,157.3,193.0
ZWE,Zimbabwe,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2000,115.0,177.0
ADO,Andorra,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,4.7,6.0
AFG,Afghanistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,150.4,191.0
AGO,Angola,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,195.1,207.0
ALB,Albania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,27.4,92.0
ARE,United Arab Emirates,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,11.7,47.0
ARG,Argentina,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,19.0,71.0
ARM,Armenia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,31.8,103.0
ATG,Antigua and Barbuda,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,14.0,58.0
AUS,Australia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,6.1,23.0
AUT,Austria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,5.4,15.0
AZE,Azerbaijan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,65.0,142.0
BDI,Burundi,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,161.5,196.0
BEL,Belgium,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,5.6,18.0
BEN,Benin,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,140.3,187.0
BFA,Burkina Faso,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,189.2,206.0
BGD,Bangladesh,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,80.6,152.0
BGR,Bulgaria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,19.8,73.0
BHR,Bahrain,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,12.0,49.0
BHS,"Bahamas, The",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,16.8,65.0
BIH,Bosnia and Herzegovina,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,9.3,41.0
BLR,Belarus,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,12.8,55.0
BLZ,Belize,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,25.6,86.0
BOL,Bolivia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,78.8,148.0
BRA,Brazil,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,33.6,107.0
BRB,Barbados,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,17.2,68.0
BRN,Brunei Darussalam,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,9.1,40.0
BTN,Bhutan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,85.2,156.0
BWA,Botswana,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,95.4,163.0
CAF,Central African Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,174.6,201.0
CAN,Canada,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2001,6.2,25.0
